id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd,remesa_total_24m,m_2023_01,m_2023_02,m_2023_03,m_2023_04,m_2023_05,m_2023_06,m_2023_07,m_2023_08,m_2023_09,m_2023_10,m_2023_11,m_2023_12,m_2024_01,m_2024_02,m_2024_03,m_2024_04,m_2024_05,m_2024_06,m_2024_07,m_2024_08,m_2024_09,m_2024_10,m_2024_11,m_2024_12
H000086,14002,Acatlán de Juárez,51,F,superior,0,propia,75,277.66,6656.2106,296.2376,281.0423,481.6291,205.8631,189.1483,207.6021,329.5473,319.1213,272.6364,202.9133,329.1043,198.049,317.5175,535.7004,305.5635,305.6695,245.3561,163.3857,227.4443,0.0,173.0079,467.8048,284.6768,317.1899
H000087,14002,Acatlán de Juárez,39,F,secundaria,3,propia,24,377.97,7777.4509,280.9038,299.5897,495.7905,347.3217,451.0612,357.2369,334.2252,248.3413,201.5322,355.6929,363.6732,264.7802,304.4809,320.1986,198.3595,268.0303,435.0099,423.9279,263.3764,393.2055,486.2273,0.0,347.8246,336.6614
H000088,14002,Acatlán de Juárez,45,F,secundaria,1,propia,35,169.66,3753.12,114.7734,162.3049,177.5507,189.3305,180.099,215.9996,170.5465,212.1202,208.7544,136.1363,94.4294,272.7476,148.8673,85.5275,135.9697,0.0,159.6034,146.1449,250.2555,0.0,127.8955,183.4401,180.0571,200.5664
H000089,14002,Acatlán de Juárez,51,M,secundaria,5,rentada,118,163.58,3962.4615,173.9416,144.5961,186.6342,140.6308,170.1542,169.016,170.3558,203.7905,183.4595,168.3962,122.0744,170.5127,132.025,144.3671,308.9672,0.0,189.0983,224.0981,164.5994,322.6616,139.4977,182.8158,0.0,150.7693
H000090,14002,Acatlán de Juárez,50,M,secundaria,1,propia,102,211.76,5191.0728,185.3868,226.3861,229.8236,284.2941,210.308,192.3017,457.913,236.0844,163.3615,175.5076,151.9537,284.8707,154.8413,183.3119,205.4073,243.5008,168.6593,154.5985,221.1279,250.8549,222.4706,169.672,244.4943,173.943
H000091,14002,Acatlán de Juárez,53,F,primaria,3,propia,48,260.09,5975.8157,181.6058,164.3942,376.599,290.5875,317.23,0.0,580.6527,156.377,199.5356,220.5623,191.7354,193.7046,193.8288,151.749,283.6008,244.9695,305.8932,302.2336,303.5327,231.4614,461.9397,283.1239,142.47,198.0287
H000092,14002,Acatlán de Juárez,44,M,primaria,3,propia,44,706.09,15338.5523,344.7136,591.8058,673.286,570.8698,1301.234,830.4982,854.3485,533.479,501.7773,725.2993,703.0207,418.4031,544.9673,591.2393,655.0871,515.8898,615.4501,671.1196,708.9895,0.0,924.0464,658.1092,584.4603,820.4584
H000093,14002,Acatlán de Juárez,40,F,primaria,1,prestada,100,1192.57,27928.4631,1161.0729,875.4595,1486.3502,1474.9258,1779.4352,2012.3006,904.121,1189.0967,1140.1324,1177.4572,932.7373,787.9274,997.2355,793.6592,1208.693,876.2889,881.8722,1278.9185,1218.7893,1403.7795,2158.7227,0.0,1301.3042,888.1839
H000094,14002,Acatlán de Juárez,44,F,media_superior,4,prestada,221,638.49,12562.1597,356.1083,847.346,481.157,435.9707,644.5971,622.5055,478.9559,579.7409,872.8163,0.0,401.3503,860.4507,600.3657,443.7642,396.5607,476.0123,641.6509,0.0,460.4708,618.5003,741.7593,322.4981,818.4728,461.1058
H000095,14002,Acatlán de Juárez,25,F,superior,0,prestada,31,91.07,1983.5309,81.6958,81.6459,123.7427,99.3141,46.2817,72.412,92.7254,0.0,99.839,116.675,103.0384,87.3889,43.1003,66.4377,101.7015,61.3408,111.9378,119.0353,92.4173,36.7901,59.6298,160.9954,73.4087,51.9772
H000096,14002,Acatlán de Juárez,28,F,superior,3,propia,105,845.11,22286.2405,988.314,707.4978,1155.1878,850.3946,987.4037,941.1997,1014.0064,1637.6761,1070.883,540.0052,911.8217,1207.3733,978.9163,621.7758,1175.7165,1029.4138,1836.5671,678.8631,711.9138,767.0912,697.3448,661.3142,355.4236,760.1368
H000097,14002,Acatlán de Juárez,29,F,primaria,0,propia,44,320.65,8666.2839,290.8167,231.3442,559.3001,298.6303,478.3499,346.6156,399.5718,345.6158,456.6395,331.2286,351.0214,364.8671,239.7592,301.1426,610.6123,274.7611,370.3638,464.3821,438.1346,319.5114,151.7758,379.2026,158.1677,504.4697
H000098,14002,Acatlán de Juárez,33,M,secundaria,2,propia,39,188.47,4842.0287,161.1932,210.7664,142.9221,110.8429,207.7807,186.8297,159.5065,191.8657,404.6698,244.682,242.7144,246.7381,236.7878,148.6342,101.8934,165.4232,244.2591,141.9347,174.9688,152.7597,279.1078,238.6473,215.953,231.1481
H000099,14002,Acatlán de Juárez,50,F,secundaria,2,propia,121,897.69,21756.72,722.5625,793.2723,626.4608,438.2992,958.0309,988.3718,1251.7022,1413.9042,1356.1936,680.5367,0.0,1056.2436,1536.1057,1155.9414,1232.2785,743.1629,707.3671,1132.9049,635.3379,831.1686,827.0404,1456.043,765.5199,448.2719
H000100,14002,Acatlán de Juárez,34,F,primaria,3,propia,70,317.61,6888.6779,299.7124,215.7167,317.8322,287.235,299.3079,400.9996,198.0023,270.9821,369.9448,269.5059,187.4286,394.9376,359.3994,261.3767,176.5108,362.4906,199.2468,348.138,239.3059,224.3808,265.8202,305.837,248.7792,385.7874
H000101,14002,Acatlán de Juárez,40,F,secundaria,2,rentada,71,247.09,4995.8279,176.3937,274.7454,265.1985,186.7755,195.6925,152.511,263.1024,221.1106,117.342,214.5462,179.4866,400.9959,121.9728,134.9597,338.2484,341.3725,202.766,205.4743,289.4833,123.917,136.3333,231.2218,0.0,222.1786
H000102,14002,Acatlán de Juárez,61,M,primaria,2,prestada,31,298.96,7707.1674,250.5992,347.753,548.3931,234.1354,303.7985,510.9728,186.9601,401.4047,211.2613,313.0706,263.4707,230.6076,182.2946,270.3726,395.7352,266.9747,311.6528,353.9329,219.7573,368.8749,362.3315,652.4069,253.346,267.061
H000103,14002,Acatlán de Juárez,41,F,superior,1,propia,32,328.97,6802.2433,335.4988,348.8947,277.8471,271.1151,393.7903,0.0,285.1151,335.3822,419.9173,279.9238,181.267,191.5161,184.965,186.5724,310.6801,215.2689,273.3254,262.3945,282.6173,481.6438,380.6998,335.8748,271.9132,296.0205
H000104,14002,Acatlán de Juárez,54,M,primaria,1,propia,86,501.09,11455.584,448.9507,496.0227,379.3768,469.8552,0.0,533.8207,612.7551,458.322,813.8444,393.1244,505.4622,506.696,395.9375,404.0636,511.0218,0.0,766.8045,501.322,622.3938,404.9559,597.8638,0.0,653.1559,979.8353
H000105,14002,Acatlán de Juárez,34,M,media_superior,2,propia,100,418.36,10905.8087,328.4607,183.2856,352.0012,557.1874,502.553,450.5806,549.9845,478.9336,569.9458,556.8443,618.8784,474.999,444.0799,318.7889,346.5274,640.5398,455.2327,530.4612,424.1598,349.7323,399.93,648.0257,466.0041,258.6728
H000106,14002,Acatlán de Juárez,43,F,superior,1,propia,202,284.76,7208.29,217.538,400.6966,264.2959,155.715,506.9276,348.3102,272.7448,253.5641,372.8236,246.8002,377.5054,341.1956,248.9843,247.8221,267.3257,359.0763,225.5662,177.0863,333.4406,340.3439,312.4203,326.1563,245.281,366.6701
H000107,14002,Acatlán de Juárez,34,M,media_superior,0,propia,31,158.59,3695.5781,127.3402,114.6257,143.0148,266.2489,97.3195,183.858,94.7124,152.5592,133.0533,87.381,168.2387,144.9517,69.6855,169.2088,238.8338,0.0,179.9529,160.9295,228.9856,258.0638,210.7803,122.2369,159.2196,184.3782
H000108,14002,Acatlán de Juárez,41,M,primaria,2,propia,206,267.58,6990.5289,128.009,256.0957,515.3589,0.0,421.1343,282.6582,256.0486,297.183,200.6671,204.9015,367.2383,409.0863,162.7773,296.4658,257.772,274.2671,312.7856,358.6848,268.0421,401.9749,279.2125,326.5854,198.2762,515.3043
H000109,14002,Acatlán de Juárez,55,M,primaria,2,propia,50,425.55,9122.424,397.5093,0.0,262.2944,310.0704,625.0136,463.4626,237.2265,573.1724,345.6658,654.4049,392.4672,461.7938,489.5031,272.6697,314.2242,372.6456,554.0223,288.2456,254.9727,538.1825,339.7109,385.3984,233.493,356.2751
H000110,14003,Ahualulco de Mercado,24,F,superior,2,propia,63,273.96,6358.5575,222.4438,300.2007,215.889,413.4149,228.8395,224.4329,420.621,289.4729,221.9945,0.0,385.6948,430.5413,175.4086,0.0,278.0034,190.2598,275.237,274.6969,374.3328,387.7798,237.0005,261.4416,315.0866,235.7651
H000111,14003,Ahualulco de Mercado,50,F,sin_estudios,3,propia,55,405.99,7858.1216,392.6992,0.0,301.8518,284.3963,634.0482,388.2047,642.4662,0.0,421.3812,832.7727,281.6816,237.6615,0.0,265.5909,398.7899,317.1122,448.5624,307.4807,0.0,460.0706,287.7385,335.9118,346.9589,272.7422
H000112,14003,Ahualulco de Mercado,48,F,primaria,1,prestada,72,381.4,8605.3133,274.161,329.3331,335.2048,326.7231,387.2242,314.9683,456.7609,577.3209,317.1098,446.8937,336.4206,433.8867,491.4762,369.2663,223.9514,404.2581,559.3448,357.7807,499.4814,309.2845,234.9743,403.9647,215.524,0.0
H000113,14003,Ahualulco de Mercado,38,F,superior,3,propia,98,637.1,15124.7967,756.4274,303.2759,432.4652,436.5454,638.6367,572.8879,939.2676,837.2217,702.0764,675.6769,676.6938,505.4883,666.7957,383.3014,804.5997,837.1981,692.1658,605.6613,700.5631,273.1174,663.4017,626.211,594.024,801.0944
H000114,14003,Ahualulco de Mercado,28,M,media_superior,2,prestada,124,432.48,9239.8087,344.2957,258.0526,410.0219,409.2382,456.8127,454.0433,573.6941,0.0,433.9103,641.7799,245.9623,465.8741,296.3693,323.4541,327.7022,381.7219,758.2803,298.7099,0.0,293.0499,684.2756,383.6952,406.2079,392.6573
H000115,14003,Ahualulco de Mercado,46,M,media_superior,4,rentada,51,564.08,13771.9549,347.8826,439.0056,1147.136,787.4364,448.4534,682.95,432.048,332.5294,725.0257,805.7636,725.6959,0.0,437.0953,586.1904,625.3481,466.1788,358.1307,583.9111,757.0227,394.1119,648.3519,631.7923,665.3182,744.5766
H000116,14003,Ahualulco de Mercado,39,F,primaria,1,propia,64,344.13,8403.3646,228.3926,178.5183,290.785,414.4539,299.7372,281.0125,197.1147,571.6522,417.857,438.3718,432.6638,416.5308,260.6577,273.4973,0.0,691.8745,413.7288,300.6628,385.7207,253.9841,509.9976,288.0093,377.2748,480.8669
H000117,14003,Ahualulco de Mercado,48,F,secundaria,1,propia,32,796.46,18496.6492,725.6325,682.8373,789.6049,726.7174,686.6869,698.7897,1202.2725,766.1042,602.5805,695.5128,1041.1256,992.424,764.0104,615.8023,931.39,611.6636,753.6755,1059.9707,1006.5389,592.8435,0.0,835.5788,1251.0726,463.8147
H000118,14003,Ahualulco de Mercado,45,F,media_superior,3,rentada,96,310.08,7228.0663,273.8148,172.643,254.3727,258.4696,279.8862,265.4038,303.8058,263.1446,192.3341,0.0,366.0241,405.8546,160.5244,282.288,373.7009,212.5208,317.5136,300.012,520.6383,541.7418,181.2658,655.2295,224.3062,422.5718
H000119,14003,Ahualulco de Mercado,64,M,primaria,2,propia,72,260.38,6467.3593,281.7319,162.0968,297.4157,234.0428,312.8954,278.9358,361.6883,264.3515,236.1776,365.0156,0.0,329.8426,174.3317,159.755,217.8194,201.3054,334.935,347.1565,243.2391,393.5494,370.7743,284.1867,193.5862,422.5266
H000120,14003,Ahualulco de Mercado,42,F,primaria,2,propia,35,694.93,15186.2527,555.469,601.3609,621.6028,496.4752,461.1273,837.7499,539.843,1694.2097,481.4036,488.2026,763.8895,1112.538,576.3333,685.4982,399.7356,528.3982,517.8251,398.8655,703.1671,357.2405,449.1648,603.14,515.2407,797.7722
H000121,14003,Ahualulco de Mercado,33,M,sin_estudios,3,propia,25,286.66,6525.5977,255.1667,310.7621,353.312,371.7137,292.5779,313.7217,325.6749,296.7485,243.087,264.2094,213.396,331.5269,226.9232,196.7556,233.2411,186.4012,390.1937,293.6825,217.5559,360.9205,231.7118,0.0,366.1133,250.202
H000122,14003,Ahualulco de Mercado,47,F,secundaria,6,rentada,67,232.99,5457.9479,168.1528,196.6512,322.0153,217.4149,167.332,273.6308,197.5644,0.0,221.9362,122.8439,244.8778,421.3629,301.1286,332.566,170.6849,282.5052,192.4899,249.1267,156.7653,191.4855,182.0351,308.2197,278.916,258.243
H000123,14003,Ahualulco de Mercado,48,F,primaria,4,propia,150,229.84,5088.1635,125.8219,174.9054,182.4613,0.0,0.0,313.7573,180.03,102.122,130.3726,354.5161,193.3392,188.4142,302.9347,277.8639,228.7764,195.6215,225.789,245.9659,359.4362,258.3736,271.0328,329.2021,154.2953,293.132
H000124,14003,Ahualulco de Mercado,61,M,media_superior,3,propia,182,303.82,6792.2828,226.7563,121.0443,160.7538,209.0317,0.0,314.4943,313.5632,534.9421,199.4581,306.2553,314.3985,250.119,249.302,158.3964,454.1887,230.735,563.2769,301.2757,401.6873,297.0175,286.8999,260.0892,297.752,340.8455
H000125,14003,Ahualulco de Mercado,55,F,primaria,4,rentada,24,337.23,8582.3524,217.9906,271.0773,278.6201,614.4853,335.4326,531.396,311.3074,361.3638,218.0203,300.5336,339.4835,548.9433,292.9039,422.1319,402.2374,504.4332,0.0,681.0007,285.9208,267.4054,0.0,679.3244,405.9289,312.412
H000126,14003,Ahualulco de Mercado,49,F,primaria,5,propia,115,458.35,11407.1402,538.1895,467.7151,806.7347,269.9348,432.9972,400.6061,251.0572,621.3574,403.4201,578.7072,867.1606,422.2413,329.611,395.7629,605.2457,360.0339,388.9322,625.8467,500.8113,249.7312,304.792,723.6975,488.0798,374.4749
H000127,14003,Ahualulco de Mercado,63,M,superior,4,prestada,105,537.95,12557.68,416.4032,450.338,659.7972,334.9439,429.1874,583.4846,510.7605,631.8451,357.2922,607.0684,701.392,634.1709,456.0112,436.1408,416.0773,488.6074,795.1754,520.0615,405.0446,462.3234,543.7287,489.8767,587.0365,640.9132
H000128,14003,Ahualulco de Mercado,31,F,superior,5,rentada,158,385.31,8977.4825,407.0485,487.9905,510.0851,271.7064,301.8118,0.0,0.0,273.9331,322.5016,340.6267,299.3687,358.8796,443.1502,340.6596,786.7088,375.7907,361.3669,386.2114,406.1761,434.7734,675.4718,305.4948,469.2265,418.5003
H000129,14003,Ahualulco de Mercado,37,M,media_superior,3,rentada,84,582.56,13403.9271,298.9075,609.1264,835.2582,420.1992,593.3633,351.4474,393.6016,786.8955,484.0721,427.5061,589.7202,510.6655,412.8695,603.5423,409.3531,414.2967,622.4488,775.2115,819.2176,475.8962,730.9404,470.2555,942.3629,426.7695
H000130,14003,Ahualulco de Mercado,34,M,superior,2,propia,47,548.76,13822.5487,659.5541,377.3941,979.3169,605.5754,415.8798,471.2912,674.8077,742.2449,512.1538,564.9901,648.8095,582.8875,305.4706,360.4493,581.068,727.3504,900.5872,690.6434,583.7315,678.9087,429.943,533.1036,407.7216,388.6666
H000131,14003,Ahualulco de Mercado,40,M,primaria,5,propia,104,250.75,6643.5352,225.042,220.8012,303.2352,273.0631,274.9762,295.5921,242.1044,281.0882,193.0622,284.0143,288.7418,210.5044,207.1796,174.1189,212.3168,167.1934,371.3092,343.2376,287.0535,444.2637,226.0202,620.4834,221.9647,276.1691
H000132,14003,Ahualulco de Mercado,28,F,secundaria,3,propia,30,245.0,5899.7062,177.3988,227.8996,309.4345,219.8063,421.5044,263.1137,259.3309,186.3107,263.9701,239.3556,193.9419,199.3293,436.809,189.0968,157.8633,185.1595,246.4397,287.9715,281.9042,296.7496,193.1903,275.1276,179.278,208.7209
H000133,14003,Ahualulco de Mercado,53,F,primaria,3,propia,33,311.12,6823.7021,193.3863,183.0322,420.2178,353.2788,423.2175,315.0851,382.092,184.2212,381.9425,333.0229,353.9405,355.4486,189.4893,167.1281,249.4685,340.6807,389.0701,208.4561,228.0602,249.852,266.9366,211.9545,193.9453,249.7755
H000134,14003,Ahualulco de Mercado,42,M,secundaria,0,rentada,37,144.56,3526.8355,120.6543,85.2396,138.087,182.9794,100.7398,136.2122,190.9412,126.9649,116.3975,206.704,125.0435,204.2966,133.4245,109.0053,164.465,147.333,199.2146,123.2045,143.0557,140.983,169.3771,108.7204,184.3976,169.3949
H000135,14003,Ahualulco de Mercado,27,F,media_superior,2,propia,40,394.24,9729.849,217.9524,468.7197,750.6847,490.7762,612.0803,404.6996,236.6662,227.8306,404.8695,336.7078,285.2403,395.5124,384.3622,214.6127,341.5083,569.7101,293.6226,509.4903,334.3221,459.5219,518.4351,498.0039,487.2165,287.3037
H000136,14003,Ahualulco de Mercado,33,M,media_superior,4,rentada,41,343.47,7884.5485,387.5869,222.9907,366.3084,343.7244,404.4426,379.6085,262.1281,229.4845,422.8045,368.5921,0.0,346.4055,185.0291,380.3395,304.4657,352.2806,290.0429,557.2005,259.6197,308.9091,337.7701,253.285,358.1611,563.3691
H000137,14003,Ahualulco de Mercado,49,M,sin_estudios,3,propia,50,791.78,16386.541,557.921,741.4657,349.0946,726.1707,737.5871,623.3627,1063.3689,714.4512,716.1619,720.2452,426.8522,580.343,0.0,355.396,624.848,653.1921,1349.0275,993.3059,0.0,1153.136,607.0557,1081.9847,502.8172,1108.7535
H000138,14003,Ahualulco de Mercado,55,F,primaria,1,prestada,73,623.6,15173.351,450.4281,384.494,578.2169,0.0,550.7428,734.5451,513.7866,742.9504,676.5803,622.4489,518.4234,666.2318,596.4264,952.5273,811.9757,770.4315,1576.8293,726.3976,702.9066,761.4187,0.0,556.2591,508.6568,770.6737
H000139,14003,Ahualulco de Mercado,69,F,superior,3,propia,25,332.31,7653.0101,256.9423,288.5857,451.9116,397.1781,323.6267,273.2829,453.4036,414.1613,197.6026,308.0234,330.1386,426.8121,353.2415,301.1953,389.9656,314.136,278.4531,308.1217,326.7143,326.6506,0.0,300.4917,319.713,312.6584
H000140,14003,Ahualulco de Mercado,80,M,secundaria,1,propia,44,590.33,13116.6888,446.812,568.0922,425.0162,339.5709,544.2835,739.6069,947.2122,737.5154,365.5418,560.3183,602.3718,635.5289,562.7943,376.0866,594.6251,619.555,768.2102,466.5094,521.5473,265.0587,468.7025,514.2818,414.1498,633.298
H000141,14003,Ahualulco de Mercado,50,F,primaria,2,prestada,56,353.46,7701.9036,282.9474,151.8513,372.1212,249.6802,416.2753,242.8862,348.6337,322.9987,368.1432,372.5658,310.3559,230.0792,186.426,248.3183,348.4603,274.2781,433.6792,326.0092,260.3231,323.4795,359.8894,395.1165,580.5893,296.7966
H000142,14003,Ahualulco de Mercado,33,F,primaria,2,propia,57,469.99,9277.6618,374.299,444.1452,461.2868,376.4102,304.5722,404.9947,335.2772,281.1396,354.5519,351.2028,527.9194,572.9568,0.0,363.0954,269.1825,377.1045,539.6032,599.4448,372.7216,635.5544,0.0,0.0,547.792,784.4074
H000143,14003,Ahualulco de Mercado,19,M,primaria,4,propia,71,159.47,4097.4956,149.998,131.415,82.7332,81.7017,169.1596,143.7199,112.6932,161.4341,157.1777,213.8203,157.089,233.7158,130.0757,128.5535,215.3965,111.0026,372.0631,178.2416,174.3553,184.7506,263.6525,204.4946,94.2104,246.0418
H000144,14003,Ahualulco de Mercado,48,F,secundaria,1,propia,102,295.81,7022.7042,0.0,254.556,200.8109,320.2555,249.5095,304.9801,0.0,516.889,504.3919,304.7247,285.2466,270.895,333.0561,223.9688,258.3239,365.7401,257.9308,292.8784,181.8078,361.2041,498.2999,371.4735,429.963,235.7985
H000145,14003,Ahualulco de Mercado,35,F,secundaria,2,propia,54,409.54,7858.6814,357.2101,258.9169,378.5531,476.5892,430.92,270.8222,272.1727,271.1258,450.8022,0.0,0.0,239.8684,505.7893,449.5611,257.1297,347.5666,576.8798,481.9033,272.6473,0.0,208.361,389.8102,541.2867,420.7659
H000146,14003,Ahualulco de Mercado,40,M,secundaria,2,propia,143,337.37,8296.4977,237.1341,365.2581,443.8619,459.7513,445.3453,463.9387,409.0248,362.1767,330.0287,319.7589,223.6612,260.4422,252.726,301.9943,508.9402,309.1541,0.0,463.6584,308.1786,398.9201,299.29,505.3969,384.7886,243.0686
H000147,14003,Ahualulco de Mercado,38,M,secundaria,1,rentada,60,680.87,15220.6838,580.972,921.0726,638.0099,0.0,816.1655,502.7955,773.3547,449.0795,539.9281,948.8001,715.482,636.275,631.6584,557.8431,675.3619,765.95,561.6295,689.7547,607.3739,424.4968,495.1621,1096.3829,721.3803,471.7553
H000148,14003,Ahualulco de Mercado,43,F,secundaria,4,rentada,44,447.0,9961.6013,231.4319,360.6755,698.5773,0.0,669.9742,0.0,501.8703,299.8995,560.8768,411.6909,544.999,359.6721,383.1579,413.3273,422.2195,466.9614,422.1465,369.8671,700.1591,603.9509,340.6726,536.7156,340.1522,322.6036
H000149,14003,Ahualulco de Mercado,58,M,sin_estudios,0,propia,34,501.11,12005.3338,552.3739,0.0,650.082,431.6288,480.9298,565.7973,581.0782,390.4295,589.4822,526.4434,327.9802,487.1633,611.6917,683.5874,611.3046,327.7718,591.0176,644.0189,606.2591,626.57,531.2264,498.5009,396.6636,293.3332
H000150,14003,Ahualulco de Mercado,47,M,sin_estudios,2,propia,78,419.03,9870.9423,376.7425,0.0,487.7531,0.0,517.1284,766.7793,419.2281,408.6436,437.1937,773.2429,0.0,454.5183,269.6457,297.5882,408.1234,577.3178,726.0649,478.484,366.8056,864.9877,0.0,360.0766,235.5081,645.1106
H000151,14003,Ahualulco de Mercado,43,F,primaria,2,propia,49,383.41,8704.0342,414.5765,650.1635,251.9878,545.7144,399.6908,486.3203,231.0942,585.8589,460.2262,385.1834,0.0,312.9452,263.2011,279.0534,219.9504,458.0657,555.5213,312.4178,0.0,352.1848,402.2992,324.054,279.953,533.5723
H000152,14003,Ahualulco de Mercado,33,F,superior,5,propia,25,575.75,12186.6075,459.8212,869.2508,576.7754,0.0,842.9032,693.6551,696.7993,810.9368,452.9408,563.6052,518.1155,0.0,433.6371,710.7556,0.0,359.7657,0.0,939.6517,548.1792,472.7766,506.216,379.1878,827.4043,524.2302
H000153,14003,Ahualulco de Mercado,25,M,media_superior,1,propia,174,849.89,19322.4121,0.0,719.5434,1277.8645,850.1322,1114.9665,1050.8216,997.7704,934.7229,756.3273,1515.4076,616.2925,869.5829,694.638,797.59,740.4184,864.7441,825.9538,534.7674,833.2668,0.0,486.7171,899.0374,928.1429,1013.7045
H000154,14003,Ahualulco de Mercado,39,F,primaria,2,propia,68,148.46,2971.8903,142.6977,70.1988,98.392,245.8184,111.4854,177.8175,0.0,150.9136,117.465,177.896,146.2507,0.0,88.7604,133.9237,102.7701,156.1374,0.0,220.9189,179.2241,143.7662,80.0697,102.3278,204.7415,120.3154
H000155,14003,Ahualulco de Mercado,44,M,secundaria,2,propia,120,241.38,5374.0466,159.9744,191.7306,174.6497,156.2053,242.8764,186.0059,189.859,190.5756,268.1214,229.1248,216.7634,293.9043,188.4041,185.4964,273.8725,272.4509,236.0857,247.4378,187.6001,186.1799,288.2669,279.5069,261.0953,267.8594
H000156,14003,Ahualulco de Mercado,66,F,secundaria,6,rentada,28,390.39,9071.4749,322.0232,399.3875,507.6752,473.2275,387.0521,587.2413,408.1587,0.0,404.1068,426.5351,297.6785,490.1332,732.3994,291.6249,393.9296,317.6937,345.4612,615.0225,313.2593,337.3019,0.0,317.5955,223.7397,480.2281
H000157,14003,Ahualulco de Mercado,47,F,secundaria,0,propia,46,697.24,17113.0877,1290.6792,522.0871,422.4285,842.4072,575.2074,1022.177,627.5227,575.165,630.562,885.0286,617.2188,615.819,535.2183,400.2584,774.2286,382.8132,624.9993,872.3394,745.1126,823.3882,651.8131,998.8033,865.615,812.1956
