id_hogar,cve_municipio,municipio,edad_receptor,genero_receptor,escolaridad,n_dependientes,tipo_vivienda_actual,antiguedad_recepcion_meses,remesa_mediana_esperada_usd
H000405,14006,Ameca,55,F,primaria,3,propia,65,181.68
H000406,14006,Ameca,21,F,media_superior,1,rentada,46,393.86
H000407,14006,Ameca,29,F,primaria,4,propia,81,428.48
H000408,14006,Ameca,27,M,secundaria,2,propia,90,572.24
H000409,14006,Ameca,37,M,primaria,5,rentada,55,270.34
H000410,14006,Ameca,54,F,sin_estudios,3,propia,37,163.63
H000411,14006,Ameca,42,F,superior,2,propia,113,327.92
H000412,14006,Ameca,47,F,superior,2,propia,43,216.42
H000413,14006,Ameca,58,F,media_superior,2,propia,84,375.51
H000414,14006,Ameca,61,F,primaria,4,rentada,126,561.5
H000415,14006,Ameca,44,F,superior,2,propia,48,299.31
H000416,14006,Ameca,61,F,secundaria,0,propia,51,367.92
H000417,14006,Ameca,46,F,superior,0,propia,54,151.12
H000418,14006,Ameca,35,F,sin_estudios,2,rentada,85,318.97
H000419,14006,Ameca,38,M,primaria,4,propia,40,782.23
H000420,14006,Ameca,27,F,secundaria,5,prestada,39,488.46
H000421,14006,Ameca,34,F,superior,2,propia,46,267.35
H000422,14006,Ameca,41,F,primaria,1,propia,78,229.3
H000423,14006,Ameca,55,M,primaria,1,propia,113,375.66
H000424,14006,Ameca,66,F,secundaria,3,prestada,231,477.78
H000425,14006,Ameca,28,F,superior,2,propia,55,269.03
H000426,14006,Ameca,50,M,media_superior,3,rentada,36,348.24
H000427,14006,Ameca,33,M,superior,1,prestada,39,159.38
H000428,14006,Ameca,51,F,secundaria,4,rentada,65,547.79
H000429,14006,Ameca,43,F,media_superior,4,propia,30,258.49
H000430,14006,Ameca,23,M,secundaria,0,propia,28,505.44
H000431,14006,Ameca,56,F,primaria,2,propia,29,444.51
H000432,14006,Ameca,38,F,media_superior,1,propia,112,467.84
H000433,14006,Ameca,39,F,secundaria,3,propia,57,338.24
H000434,14006,Ameca,32,F,secundaria,0,propia,111,796.71
H000435,14006,Ameca,37,F,primaria,0,propia,138,283.52
H000436,14006,Ameca,50,M,media_superior,6,rentada,43,802.21
H000437,14006,Ameca,43,F,media_superior,1,propia,35,425.96
H000438,14006,Ameca,49,F,primaria,2,propia,33,401.75
H000439,14006,Ameca,49,F,superior,1,rentada,72,342.55
H000440,14006,Ameca,61,M,primaria,3,prestada,114,399.67
H000441,14006,Ameca,41,F,primaria,4,rentada,68,381.68
H000442,14006,Ameca,27,F,primaria,2,prestada,126,832.54
H000443,14006,Ameca,58,M,secundaria,0,rentada,58,220.03
H000444,14006,Ameca,41,F,sin_estudios,1,prestada,52,348.19
H000445,14006,Ameca,58,F,media_superior,3,prestada,81,248.21
H000446,14006,Ameca,50,F,media_superior,2,rentada,125,293.32
H000447,14006,Ameca,43,M,secundaria,0,rentada,27,382.99
H000448,14006,Ameca,49,F,superior,1,propia,58,747.92
H000449,14006,Ameca,68,M,superior,4,prestada,59,472.18
H000450,14006,Ameca,70,M,secundaria,1,rentada,113,247.09
H000451,14006,Ameca,46,F,primaria,1,prestada,146,332.99
H000452,14006,Ameca,47,F,primaria,7,propia,42,638.3
H000453,14006,Ameca,58,M,secundaria,3,propia,76,292.12
H000454,14006,Ameca,35,F,secundaria,4,propia,83,403.84
H000455,14006,Ameca,49,M,media_superior,1,prestada,89,456.76
H000456,14006,Ameca,45,M,secundaria,0,rentada,86,344.28
H000457,14006,Ameca,49,F,secundaria,3,rentada,34,251.99
H000458,14006,Ameca,35,M,primaria,3,propia,90,425.54
H000459,14006,Ameca,26,F,primaria,1,propia,27,1072.19
H000460,14006,Ameca,20,F,primaria,0,prestada,63,308.11
H000461,14006,Ameca,32,F,media_superior,2,propia,48,298.62
H000462,14006,Ameca,39,F,media_superior,1,propia,32,530.53
H000463,14006,Ameca,41,M,secundaria,4,prestada,30,1110.63
H000464,14006,Ameca,68,M,secundaria,4,propia,167,259.2
H000465,14006,Ameca,58,F,secundaria,3,propia,109,223.25
H000466,14006,Ameca,33,F,sin_estudios,2,propia,71,543.75
H000467,14006,Ameca,49,M,primaria,2,propia,42,549.41
H000468,14006,Ameca,40,M,primaria,0,prestada,26,244.91
H000469,14006,Ameca,42,F,sin_estudios,4,prestada,43,332.42
H000470,14006,Ameca,47,F,primaria,4,propia,40,225.64
H000471,14006,Ameca,52,M,media_superior,1,propia,36,322.18
H000472,14006,Ameca,41,F,primaria,3,propia,41,333.74
H000473,14006,Ameca,58,F,primaria,2,propia,39,583.1
H000474,14006,Ameca,31,F,primaria,0,rentada,114,659.24
H000475,14006,Ameca,45,F,primaria,2,propia,77,363.95
H000476,14006,Ameca,76,F,primaria,1,propia,70,747.15
H000477,14006,Ameca,48,F,sin_estudios,4,propia,56,585.15
H000478,14007,San Juanito de Escobedo,62,M,primaria,3,propia,93,209.83
H000479,14007,San Juanito de Escobedo,46,M,superior,2,propia,79,632.6
H000480,14008,Arandas,52,F,primaria,3,propia,63,546.84
H000481,14008,Arandas,44,F,primaria,2,prestada,126,902.36
H000482,14008,Arandas,43,M,secundaria,3,rentada,133,428.46
H000483,14008,Arandas,36,F,primaria,3,propia,195,843.91
H000484,14008,Arandas,50,M,secundaria,1,propia,32,174.22
H000485,14008,Arandas,35,F,secundaria,2,propia,62,311.3
H000486,14008,Arandas,53,F,superior,3,propia,73,155.81
H000487,14008,Arandas,58,F,superior,4,propia,45,330.81
H000488,14008,Arandas,49,F,media_superior,1,rentada,67,409.49
H000489,14008,Arandas,42,M,primaria,3,prestada,71,375.67
H000490,14008,Arandas,50,F,secundaria,3,propia,25,577.74
H000491,14008,Arandas,41,M,primaria,3,propia,99,1159.11
H000492,14008,Arandas,56,M,media_superior,1,propia,93,323.32
H000493,14008,Arandas,23,M,sin_estudios,3,propia,37,673.57
H000494,14008,Arandas,41,M,secundaria,6,propia,65,523.24
H000495,14008,Arandas,21,F,primaria,1,propia,33,449.39
H000496,14008,Arandas,27,F,secundaria,1,propia,72,558.66
H000497,14008,Arandas,61,M,primaria,0,propia,34,325.95
H000498,14008,Arandas,56,F,primaria,2,prestada,171,611.36
H000499,14008,Arandas,36,F,secundaria,2,prestada,37,198.55
H000500,14008,Arandas,27,F,secundaria,3,propia,32,408.15
H000501,14008,Arandas,38,F,primaria,5,prestada,61,331.18
H000502,14008,Arandas,74,M,sin_estudios,0,propia,33,1164.67
H000503,14008,Arandas,50,F,media_superior,1,prestada,70,234.12
H000504,14008,Arandas,38,M,secundaria,2,rentada,115,474.58
H000505,14008,Arandas,51,M,secundaria,1,propia,44,671.4
H000506,14008,Arandas,26,F,secundaria,0,rentada,144,295.34
H000507,14008,Arandas,41,M,secundaria,1,propia,33,386.69
H000508,14008,Arandas,46,F,secundaria,3,propia,43,302.53
H000509,14008,Arandas,44,F,sin_estudios,2,prestada,112,312.72
H000510,14008,Arandas,54,F,secundaria,0,propia,99,812.78
H000511,14008,Arandas,49,F,secundaria,3,prestada,83,162.67
H000512,14008,Arandas,53,F,primaria,3,rentada,130,430.64
H000513,14008,Arandas,37,F,media_superior,2,propia,58,148.8
H000514,14008,Arandas,56,F,primaria,0,rentada,74,584.1
H000515,14008,Arandas,65,F,sin_estudios,4,propia,37,320.06
H000516,14008,Arandas,33,M,media_superior,3,propia,231,175.04
H000517,14008,Arandas,34,F,media_superior,2,propia,44,356.12
H000518,14008,Arandas,61,M,primaria,4,propia,52,221.01
H000519,14008,Arandas,43,M,media_superior,1,propia,69,595.02
H000520,14008,Arandas,62,M,sin_estudios,1,propia,96,607.85
H000521,14008,Arandas,40,F,media_superior,2,prestada,95,227.6
H000522,14008,Arandas,62,M,secundaria,4,prestada,207,486.5
H000523,14008,Arandas,47,M,media_superior,2,propia,185,284.67
H000524,14008,Arandas,48,M,primaria,2,propia,144,334.28
H000525,14008,Arandas,64,M,primaria,1,prestada,66,933.49
H000526,14008,Arandas,41,F,media_superior,5,propia,144,321.62
H000527,14008,Arandas,34,F,sin_estudios,6,prestada,72,736.43
H000528,14008,Arandas,40,M,primaria,2,propia,71,844.02
H000529,14008,Arandas,50,F,secundaria,1,propia,98,330.72
H000530,14008,Arandas,26,F,secundaria,0,propia,88,433.43
H000531,14008,Arandas,53,M,sin_estudios,3,propia,123,308.74
H000532,14008,Arandas,39,M,secundaria,3,rentada,56,384.93
H000533,14008,Arandas,59,F,primaria,0,propia,26,514.24
H000534,14008,Arandas,36,F,secundaria,3,prestada,115,368.23
H000535,14008,Arandas,25,F,superior,3,propia,32,456.56
H000536,14008,Arandas,35,F,secundaria,2,rentada,49,279.96
H000537,14008,Arandas,48,M,secundaria,2,rentada,116,255.64
H000538,14008,Arandas,43,M,secundaria,2,propia,150,324.48
H000539,14008,Arandas,42,F,primaria,2,rentada,111,408.34
H000540,14008,Arandas,43,F,media_superior,3,prestada,102,684.79
H000541,14008,Arandas,47,M,superior,3,prestada,26,352.79
H000542,14008,Arandas,33,M,media_superior,2,propia,29,460.9
H000543,14008,Arandas,53,F,superior,3,rentada,29,250.83
H000544,14008,Arandas,53,F,secundaria,2,rentada,67,563.98
H000545,14008,Arandas,50,F,secundaria,2,rentada,121,321.51
H000546,14008,Arandas,52,M,primaria,4,prestada,121,346.66
H000547,14008,Arandas,49,F,superior,4,propia,58,393.77
H000548,14008,Arandas,69,F,secundaria,1,rentada,50,299.96
H000549,14008,Arandas,44,M,primaria,3,propia,107,232.45
H000550,14008,Arandas,41,M,media_superior,3,propia,105,470.18
H000551,14008,Arandas,36,M,secundaria,2,propia,39,576.27
H000552,14008,Arandas,33,F,superior,1,propia,48,210.12
H000553,14008,Arandas,30,F,media_superior,4,propia,66,428.47
H000554,14008,Arandas,34,M,media_superior,4,propia,80,425.57
H000555,14008,Arandas,44,M,secundaria,3,propia,38,325.61
H000556,14008,Arandas,49,M,secundaria,2,propia,33,324.92
H000557,14008,Arandas,46,M,media_superior,2,propia,28,619.8
H000558,14008,Arandas,36,F,primaria,1,propia,170,1015.92
H000559,14008,Arandas,56,F,sin_estudios,1,propia,141,687.01
H000560,14008,Arandas,54,F,superior,0,propia,28,488.34
H000561,14008,Arandas,43,M,superior,4,propia,32,651.4
H000562,14008,Arandas,37,F,superior,0,propia,29,473.36
H000563,14008,Arandas,52,M,sin_estudios,1,propia,235,280.95
H000564,14008,Arandas,47,M,primaria,1,propia,36,450.42
H000565,14008,Arandas,28,M,superior,3,propia,102,208.8
H000566,14008,Arandas,44,M,primaria,2,rentada,47,273.48
H000567,14008,Arandas,48,F,secundaria,2,rentada,51,583.25
H000568,14008,Arandas,34,F,primaria,2,propia,49,350.52
H000569,14008,Arandas,47,M,media_superior,5,propia,78,262.81
H000570,14008,Arandas,28,F,secundaria,2,prestada,53,290.77
H000571,14008,Arandas,61,F,primaria,1,prestada,101,220.02
H000572,14008,Arandas,60,M,secundaria,0,propia,135,440.7
H000573,14008,Arandas,42,M,primaria,0,propia,39,314.3
H000574,14008,Arandas,49,F,media_superior,6,prestada,69,340.88
H000575,14008,Arandas,31,F,secundaria,5,propia,42,458.51
H000576,14008,Arandas,41,F,secundaria,2,propia,61,443.47
H000577,14008,Arandas,32,M,secundaria,2,propia,52,223.03
H000578,14008,Arandas,54,F,primaria,1,propia,56,226.38
H000579,14008,Arandas,69,F,sin_estudios,0,prestada,86,368.36
H000580,14008,Arandas,31,F,superior,2,propia,100,509.36
H000581,14008,Arandas,35,M,secundaria,0,prestada,68,281.31
H000582,14008,Arandas,48,M,secundaria,2,propia,48,299.49
H000583,14008,Arandas,64,F,primaria,1,propia,43,404.95
H000584,14008,Arandas,30,F,superior,0,prestada,159,401.7
H000585,14008,Arandas,48,F,media_superior,1,propia,58,371.37
H000586,14008,Arandas,67,F,primaria,3,rentada,164,451.75
H000587,14008,Arandas,25,F,secundaria,4,propia,63,252.71
H000588,14008,Arandas,30,F,secundaria,3,propia,31,751.1
H000589,14008,Arandas,40,F,media_superior,2,rentada,52,332.05
H000590,14008,Arandas,39,F,superior,1,propia,207,809.56
H000591,14008,Arandas,55,F,media_superior,1,prestada,136,142.7
H000592,14008,Arandas,48,F,media_superior,2,propia,42,177.3
H000593,14008,Arandas,24,F,secundaria,2,propia,176,366.07
H000594,14008,Arandas,51,M,primaria,2,rentada,94,596.21
H000595,14008,Arandas,38,F,secundaria,4,propia,56,422.1
H000596,14008,Arandas,60,F,media_superior,1,propia,215,362.02
H000597,14008,Arandas,37,M,primaria,1,propia,54,432.03
H000598,14008,Arandas,37,F,secundaria,2,rentada,174,376.42
H000599,14008,Arandas,51,M,primaria,1,propia,24,919.0
H000600,14008,Arandas,54,F,primaria,4,rentada,133,301.43
H000601,14008,Arandas,50,M,superior,4,prestada,109,674.32
H000602,14008,Arandas,25,F,primaria,1,propia,59,272.35
H000603,14008,Arandas,51,F,media_superior,5,propia,110,332.9
H000604,14008,Arandas,33,M,primaria,2,propia,40,245.49
H000605,14008,Arandas,48,M,secundaria,1,propia,27,557.75
H000606,14008,Arandas,28,F,superior,2,rentada,79,655.86
H000607,14008,Arandas,50,M,media_superior,1,prestada,49,351.39
H000608,14008,Arandas,35,F,media_superior,0,prestada,80,485.7
H000609,14008,Arandas,30,M,primaria,2,propia,69,402.5
H000610,14008,Arandas,54,M,primaria,0,propia,47,496.48
H000611,14008,Arandas,48,F,media_superior,1,propia,224,647.0
H000612,14008,Arandas,38,M,media_superior,1,propia,29,227.22
H000613,14008,Arandas,62,M,media_superior,3,propia,67,236.26
H000614,14008,Arandas,40,M,media_superior,1,rentada,56,296.56
H000615,14008,Arandas,45,F,primaria,3,propia,74,311.72
H000616,14008,Arandas,48,M,primaria,3,propia,62,417.66
H000617,14008,Arandas,38,F,superior,2,rentada,128,381.97
H000618,14008,Arandas,51,F,secundaria,3,propia,75,347.26
H000619,14008,Arandas,39,M,media_superior,4,prestada,38,367.55
H000620,14008,Arandas,40,F,secundaria,1,rentada,29,419.91
H000621,14008,Arandas,61,M,superior,4,propia,35,269.1
H000622,14008,Arandas,33,M,media_superior,4,propia,34,146.59
H000623,14008,Arandas,64,F,primaria,2,propia,96,252.8
H000624,14008,Arandas,76,M,superior,1,propia,57,625.75
H000625,14008,Arandas,40,F,primaria,1,prestada,79,118.5
H000626,14008,Arandas,22,F,secundaria,2,rentada,48,633.0
H000627,14008,Arandas,41,F,media_superior,4,prestada,84,294.4
H000628,14008,Arandas,42,F,primaria,1,rentada,124,557.43
H000629,14008,Arandas,43,M,primaria,3,propia,180,239.99
H000630,14008,Arandas,32,F,secundaria,1,propia,165,122.98
H000631,14008,Arandas,52,M,superior,1,propia,122,258.22
H000632,14008,Arandas,51,M,primaria,0,propia,145,358.1
H000633,14008,Arandas,27,M,media_superior,1,propia,46,452.3
H000634,14008,Arandas,53,F,secundaria,2,propia,34,201.15
H000635,14008,Arandas,70,M,secundaria,4,rentada,64,450.3
H000636,14008,Arandas,47,F,media_superior,4,propia,74,384.72
H000637,14008,Arandas,41,M,secundaria,4,propia,39,287.85
H000638,14008,Arandas,43,F,media_superior,0,propia,91,400.51
H000639,14008,Arandas,52,M,media_superior,5,rentada,161,395.62
H000640,14008,Arandas,24,F,superior,2,propia,112,481.64
H000641,14008,Arandas,47,F,media_superior,1,propia,62,415.95
H000642,14008,Arandas,40,M,sin_estudios,0,rentada,56,398.45
H000643,14008,Arandas,67,F,media_superior,3,propia,94,925.41
H000644,14008,Arandas,43,M,secundaria,3,propia,64,158.35
H000645,14008,Arandas,65,M,primaria,2,propia,99,211.42
H000646,14008,Arandas,32,F,secundaria,2,prestada,57,620.6
H000647,14008,Arandas,52,F,media_superior,2,propia,39,196.43
H000648,14008,Arandas,49,F,primaria,3,propia,103,568.86
H000649,14008,Arandas,35,M,secundaria,3,rentada,38,438.76
H000650,14008,Arandas,47,M,secundaria,7,propia,190,210.99
H000651,14008,Arandas,60,F,secundaria,1,prestada,68,593.4
H000652,14008,Arandas,41,M,media_superior,1,propia,78,648.69
H000653,14008,Arandas,25,F,primaria,2,prestada,107,385.38
H000654,14008,Arandas,45,F,media_superior,1,rentada,46,363.47
H000655,14008,Arandas,34,M,media_superior,0,propia,83,681.34
H000656,14008,Arandas,41,M,secundaria,6,rentada,38,176.95
H000657,14008,Arandas,44,F,secundaria,2,propia,34,519.5
H000658,14008,Arandas,25,F,primaria,3,propia,32,198.62
H000659,14008,Arandas,26,F,primaria,2,propia,43,493.45
H000660,14008,Arandas,51,F,secundaria,1,propia,32,358.54
H000661,14008,Arandas,39,F,primaria,2,propia,92,374.22
H000662,14008,Arandas,54,M,media_superior,1,prestada,51,797.19
H000663,14008,Arandas,48,F,secundaria,2,propia,27,187.84
H000664,14008,Arandas,36,F,sin_estudios,3,rentada,104,525.11
H000665,14008,Arandas,29,M,primaria,2,propia,42,368.02
H000666,14008,Arandas,55,F,media_superior,2,rentada,44,397.48
H000667,14008,Arandas,49,F,primaria,3,propia,128,559.17
H000668,14008,Arandas,74,M,media_superior,1,propia,50,546.56
H000669,14008,Arandas,50,F,primaria,1,propia,70,502.96
H000670,14008,Arandas,50,F,superior,4,prestada,59,256.85
H000671,14008,Arandas,43,F,secundaria,2,propia,56,501.79
H000672,14008,Arandas,55,F,secundaria,0,rentada,109,535.15
H000673,14008,Arandas,53,F,secundaria,0,propia,70,476.56
H000674,14008,Arandas,60,F,primaria,5,propia,106,505.02
H000675,14008,Arandas,39,F,media_superior,2,prestada,65,396.91
H000676,14008,Arandas,40,M,sin_estudios,3,propia,126,225.28
H000677,14008,Arandas,39,F,primaria,2,propia,67,316.74
H000678,14008,Arandas,54,F,primaria,3,prestada,157,308.03
H000679,14008,Arandas,63,F,secundaria,2,propia,32,385.02
H000680,14008,Arandas,39,M,superior,1,propia,34,317.72
H000681,14008,Arandas,40,F,sin_estudios,1,propia,210,856.63
H000682,14008,Arandas,49,M,media_superior,3,prestada,107,466.44
H000683,14008,Arandas,42,F,media_superior,1,prestada,221,370.26
H000684,14008,Arandas,56,M,sin_estudios,2,propia,92,431.71
H000685,14008,Arandas,35,F,primaria,6,prestada,49,460.13
H000686,14009,El Arenal,36,F,primaria,1,prestada,222,1009.29
H000687,14009,El Arenal,33,F,primaria,3,rentada,105,465.77
H000688,14009,El Arenal,34,F,media_superior,1,rentada,172,317.23
H000689,14009,El Arenal,43,M,secundaria,2,rentada,29,239.81
H000690,14009,El Arenal,58,M,secundaria,0,propia,48,421.42
H000691,14009,El Arenal,42,M,media_superior,1,propia,30,957.1
H000692,14009,El Arenal,33,F,primaria,3,propia,91,354.49
H000693,14009,El Arenal,44,M,media_superior,3,propia,53,249.79
H000694,14009,El Arenal,58,F,secundaria,0,propia,158,594.27
H000695,14009,El Arenal,33,M,primaria,5,propia,38,401.4
H000696,14009,El Arenal,34,M,secundaria,6,propia,26,182.45
H000697,14009,El Arenal,52,F,primaria,2,propia,43,417.62
H000698,14009,El Arenal,42,M,superior,0,propia,189,635.12
H000699,14009,El Arenal,53,F,secundaria,1,propia,125,147.72
H000700,14009,El Arenal,45,F,superior,2,propia,135,525.12
H000701,14009,El Arenal,53,F,superior,1,prestada,41,216.42
H000702,14009,El Arenal,33,M,secundaria,3,propia,162,346.78
H000703,14009,El Arenal,45,F,media_superior,2,prestada,60,307.06
H000704,14009,El Arenal,42,F,secundaria,3,prestada,38,626.69
H000705,14009,El Arenal,30,M,primaria,2,rentada,63,595.51
H000706,14009,El Arenal,26,F,superior,5,propia,109,206.64
H000707,14009,El Arenal,53,M,secundaria,3,propia,157,155.17
H000708,14010,Atemajac de Brizuela,41,F,superior,2,propia,125,192.25
H000709,14010,Atemajac de Brizuela,33,F,secundaria,2,propia,28,460.21
H000710,14010,Atemajac de Brizuela,44,M,primaria,2,propia,81,136.07
H000711,14010,Atemajac de Brizuela,59,F,secundaria,5,propia,53,284.4
H000712,14010,Atemajac de Brizuela,27,M,primaria,2,propia,60,577.59
H000713,14011,Atengo,34,F,primaria,2,propia,192,497.52
H000714,14011,Atengo,63,M,media_superior,1,rentada,44,177.09
H000715,14012,Atenguillo,48,F,sin_estudios,1,propia,97,415.44
H000716,14012,Atenguillo,54,M,superior,4,propia,63,246.97
H000717,14012,Atenguillo,31,F,secundaria,3,propia,115,284.17
H000718,14012,Atenguillo,32,F,secundaria,2,propia,54,293.75
H000719,14012,Atenguillo,50,F,primaria,4,propia,92,309.7
H000720,14012,Atenguillo,46,F,primaria,4,propia,34,365.54
H000721,14012,Atenguillo,52,F,secundaria,3,propia,43,272.74
H000722,14012,Atenguillo,43,F,primaria,5,prestada,55,277.67
H000723,14012,Atenguillo,48,F,secundaria,2,propia,41,567.83
H000724,14012,Atenguillo,47,M,secundaria,2,rentada,113,380.76
H000725,14012,Atenguillo,54,F,primaria,3,propia,129,232.62
H000726,14012,Atenguillo,55,F,secundaria,1,prestada,94,397.73
H000727,14012,Atenguillo,26,F,primaria,4,propia,48,194.65
H000728,14012,Atenguillo,18,F,primaria,3,rentada,108,400.07
H000729,14012,Atenguillo,57,M,media_superior,4,propia,54,488.94
H000730,14012,Atenguillo,59,M,sin_estudios,3,rentada,51,546.35
H000731,14012,Atenguillo,33,F,primaria,0,prestada,115,459.48
H000732,14012,Atenguillo,23,M,secundaria,3,propia,120,233.51
H000733,14012,Atenguillo,46,F,secundaria,5,propia,91,294.59
H000734,14013,Atotonilco el Alto,56,M,superior,2,rentada,27,634.57
H000735,14013,Atotonilco el Alto,67,F,media_superior,3,propia,79,329.85
H000736,14013,Atotonilco el Alto,51,F,media_superior,2,propia,189,365.47
H000737,14013,Atotonilco el Alto,41,F,secundaria,1,propia,66,515.48
H000738,14013,Atotonilco el Alto,34,F,secundaria,2,prestada,37,748.97
H000739,14013,Atotonilco el Alto,45,M,sin_estudios,0,prestada,41,367.21
H000740,14013,Atotonilco el Alto,41,F,media_superior,1,propia,140,318.81
H000741,14013,Atotonilco el Alto,33,F,secundaria,2,rentada,25,891.48
H000742,14013,Atotonilco el Alto,70,F,primaria,2,propia,30,920.69
H000743,14013,Atotonilco el Alto,66,M,secundaria,3,propia,74,386.45
H000744,14013,Atotonilco el Alto,59,M,media_superior,4,propia,184,383.29
H000745,14013,Atotonilco el Alto,34,M,secundaria,3,propia,141,571.65
H000746,14013,Atotonilco el Alto,55,M,primaria,5,propia,44,462.77
H000747,14013,Atotonilco el Alto,53,M,superior,2,rentada,73,384.88
H000748,14013,Atotonilco el Alto,50,F,primaria,1,propia,77,529.63
H000749,14013,Atotonilco el Alto,60,F,superior,3,propia,70,284.02
H000750,14013,Atotonilco el Alto,53,F,secundaria,4,rentada,48,627.19
